timestamp,temperature,humidity,sound
2026-01-29T07:29:20.452125+00:00,30.53,21.17,59.44
2026-01-29T07:29:20.452125+00:00,44.96,24.32,57.77
2026-01-29T07:29:20.452125+00:00,38.7,41.19,69.44
2026-01-29T07:29:20.452125+00:00,34.73,22.04,57.62
2026-01-29T07:29:20.452125+00:00,38.07,49.14,63.72
2026-01-29T07:29:20.452125+00:00,35.58,43.41,51.08
2026-01-29T07:29:20.452125+00:00,30.66,30.63,53.77
2026-01-29T07:29:20.452125+00:00,41.48,54.14,62.06
2026-01-29T07:29:20.452125+00:00,41.86,30.68,68.62
2026-01-29T07:29:20.452125+00:00,34.2,43.07,69.99
2026-01-29T07:29:20.452125+00:00,34.9,51.32,53.8
2026-01-29T07:29:20.452631+00:00,43.28,39.41,52.55
2026-01-29T07:29:20.452631+00:00,43.82,35.78,68.74
2026-01-29T07:29:20.452631+00:00,30.73,26.08,52.13
2026-01-29T07:29:20.452631+00:00,30.43,23.4,55.32
2026-01-29T07:29:20.452631+00:00,35.16,31.92,65.62
2026-01-29T07:29:20.452631+00:00,33.92,49.31,65.02
2026-01-29T07:29:20.452631+00:00,37.57,44.41,65.19
2026-01-29T07:29:20.452631+00:00,40.74,38.14,54.12
2026-01-29T07:29:20.452631+00:00,35.9,33.15,67.08
2026-01-29T07:29:20.452631+00:00,31.8,38.9,65.91
2026-01-29T07:29:20.452631+00:00,36.51,51.07,52.32
2026-01-29T07:29:20.452631+00:00,43.75,30.19,61.14
2026-01-29T07:29:20.452631+00:00,31.13,25.73,61.78
2026-01-29T07:29:20.452631+00:00,44.19,56.51,50.41
2026-01-29T07:29:20.452631+00:00,32.03,24.17,68.44
2026-01-29T07:29:20.452631+00:00,43.67,52.38,50.66
2026-01-29T07:29:20.452631+00:00,39.66,42.23,63.73
2026-01-29T07:29:20.452631+00:00,35.9,50.96,69.07
2026-01-29T07:29:20.452631+00:00,43.05,25.6,69.54
2026-01-29T07:29:20.452631+00:00,37.59,51.02,56.98
2026-01-29T07:29:20.452631+00:00,44.86,54.72,66.64
2026-01-29T07:29:20.452631+00:00,40.94,40.03,50.2
2026-01-29T07:29:20.452631+00:00,39.08,24.72,56.99
2026-01-29T07:29:20.452631+00:00,30.99,34.18,64.31
2026-01-29T07:29:20.452631+00:00,36.75,57.41,58.23
2026-01-29T07:29:20.452631+00:00,38.61,21.61,61.55
2026-01-29T07:29:20.452631+00:00,36.8,54.98,58.65
2026-01-29T07:29:20.452631+00:00,41.16,52.76,56.42
2026-01-29T07:29:20.452631+00:00,40.35,35.46,68.46
2026-01-29T07:29:20.452631+00:00,36.22,29.08,61.9
2026-01-29T07:29:20.452631+00:00,32.12,39.68,52.69
2026-01-29T07:29:20.452631+00:00,37.12,52.07,66.19
2026-01-29T07:29:20.453142+00:00,42.56,55.45,62.14
2026-01-29T07:29:20.453142+00:00,43.65,29.62,69.76
2026-01-29T07:29:20.453142+00:00,35.72,30.81,69.76
2026-01-29T07:29:20.453142+00:00,43.31,35.81,58.38
2026-01-29T07:29:20.453142+00:00,41.5,38.11,68.41
2026-01-29T07:29:20.453142+00:00,38.94,50.92,52.94
2026-01-29T07:29:20.453142+00:00,40.22,31.23,58.12
2026-01-29T07:29:20.453142+00:00,43.25,39.53,55.4
2026-01-29T07:29:20.453142+00:00,37.81,56.77,66.97
2026-01-29T07:29:20.453142+00:00,37.54,21.2,58.57
2026-01-29T07:29:20.453142+00:00,32.96,38.23,51.77
2026-01-29T07:29:20.453142+00:00,42.0,54.29,58.48
2026-01-29T07:29:20.453142+00:00,41.99,34.31,61.81
2026-01-29T07:29:20.453142+00:00,38.08,27.95,51.21
2026-01-29T07:29:20.453142+00:00,31.23,55.76,59.13
2026-01-29T07:29:20.453142+00:00,36.38,43.21,69.41
2026-01-29T07:29:20.453142+00:00,39.19,51.01,65.73
2026-01-29T07:29:20.453142+00:00,40.84,22.32,62.25
2026-01-29T07:29:20.453142+00:00,34.78,41.89,68.8
2026-01-29T07:29:20.453142+00:00,35.13,56.16,68.74
2026-01-29T07:29:20.453142+00:00,37.01,40.18,69.7
2026-01-29T07:29:20.453142+00:00,34.17,45.73,62.27
2026-01-29T07:29:20.453142+00:00,31.7,43.71,53.22
2026-01-29T07:29:20.453142+00:00,39.71,38.09,67.33
2026-01-29T07:29:20.453142+00:00,34.85,31.26,52.12
2026-01-29T07:29:20.453142+00:00,39.6,59.68,56.57
2026-01-29T07:29:20.453142+00:00,35.99,24.1,62.48
2026-01-29T07:29:20.453142+00:00,37.82,41.72,64.94
2026-01-29T07:29:20.453142+00:00,32.39,29.97,50.3
2026-01-29T07:29:20.453142+00:00,40.76,42.28,58.15
2026-01-29T07:29:20.453142+00:00,35.55,39.67,62.96
2026-01-29T07:29:20.453142+00:00,30.2,42.18,53.79
2026-01-29T07:29:20.453651+00:00,43.36,58.68,69.27
2026-01-29T07:29:20.453651+00:00,32.66,35.44,65.49
2026-01-29T07:29:20.453651+00:00,30.5,21.27,59.8
2026-01-29T07:29:20.453651+00:00,33.7,45.38,62.55
2026-01-29T07:29:20.453651+00:00,44.36,30.61,64.01
2026-01-29T07:29:20.453651+00:00,36.48,44.93,63.88
2026-01-29T07:29:20.453651+00:00,31.36,51.73,61.84
2026-01-29T07:29:20.453651+00:00,37.97,27.19,64.11
2026-01-29T07:29:20.453651+00:00,42.95,45.0,54.51
2026-01-29T07:29:20.453651+00:00,42.84,58.67,53.02
2026-01-29T07:29:20.453651+00:00,39.41,56.57,52.54
2026-01-29T07:29:20.453651+00:00,31.84,26.86,59.08
2026-01-29T07:29:20.453651+00:00,31.1,41.92,64.98
2026-01-29T07:29:20.453651+00:00,38.06,44.89,51.33
2026-01-29T07:29:20.453651+00:00,40.45,30.81,51.3
2026-01-29T07:29:20.453651+00:00,34.39,59.95,55.77
2026-01-29T07:29:20.453651+00:00,30.23,42.53,51.98
2026-01-29T07:29:20.453651+00:00,41.46,41.46,57.71
2026-01-29T07:29:20.453651+00:00,36.78,35.15,58.55
2026-01-29T07:29:20.453651+00:00,37.41,21.35,57.63
2026-01-29T07:29:20.453651+00:00,34.81,24.69,55.15
2026-01-29T07:29:20.453651+00:00,31.04,29.89,53.44
2026-01-29T07:29:20.453651+00:00,34.44,26.22,62.55
2026-01-29T07:29:20.453651+00:00,38.15,20.75,63.99
2026-01-29T07:29:20.453651+00:00,34.67,38.36,58.93
2026-01-29T07:29:20.453651+00:00,37.72,37.42,52.03
2026-01-29T07:29:20.453651+00:00,42.11,30.7,53.36
2026-01-29T07:29:20.453651+00:00,32.77,31.09,63.62
2026-01-29T07:29:20.453651+00:00,40.14,42.07,68.17
2026-01-29T07:29:20.453651+00:00,34.23,26.71,67.36
2026-01-29T07:29:20.453651+00:00,39.16,58.14,61.23
2026-01-29T07:29:20.453651+00:00,30.72,40.75,59.64
2026-01-29T07:29:20.453651+00:00,42.89,36.33,57.73
2026-01-29T07:29:20.453651+00:00,36.11,26.63,56.9
2026-01-29T07:29:20.453651+00:00,30.76,39.55,54.53
2026-01-29T07:29:20.453651+00:00,36.8,39.63,56.95
2026-01-29T07:29:20.453651+00:00,32.61,22.07,60.9
2026-01-29T07:29:20.453651+00:00,33.98,36.52,54.05
2026-01-29T07:29:20.453651+00:00,32.06,51.48,68.77
2026-01-29T07:29:20.453651+00:00,39.56,53.12,53.12
2026-01-29T07:29:20.453651+00:00,36.33,51.23,54.16
2026-01-29T07:29:20.453651+00:00,40.48,43.88,53.46
2026-01-29T07:29:20.453651+00:00,39.51,34.29,65.15
2026-01-29T07:29:20.453651+00:00,30.84,41.36,61.32
2026-01-29T07:29:20.453651+00:00,36.71,33.09,55.74
2026-01-29T07:29:20.453651+00:00,40.77,31.72,50.18
2026-01-29T07:29:20.453651+00:00,40.2,59.92,52.56
2026-01-29T07:29:20.453651+00:00,30.97,52.13,64.71
2026-01-29T07:29:20.453651+00:00,31.01,33.67,50.31
2026-01-29T07:29:20.453651+00:00,41.88,40.71,53.81
2026-01-29T07:29:20.453651+00:00,35.41,39.84,56.89
2026-01-29T07:29:20.453651+00:00,41.73,20.75,68.78
2026-01-29T07:29:20.453651+00:00,34.49,46.59,68.65
